refID,Custom Name,Date,Address,Style,Architect,District,Resident,Description,Image Location 1,Image Caption 1,Image Location 2,Image Caption 2,Image Location 3,Image Caption 3,Image Location 4,Image Caption 4,Rating,Latitude,Longitude,Sequence,Slug
ND-SB-00090,,1915,619 West Wayne Street,Western bungalow,,West Washington,,,http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0070 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0071 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,Contributing,41.674035,-86.2582,104,nd-sb-00090
ND-SB-00091,,1920,617 West Wayne Street,American Foursquare,,West Washington,,,http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0072 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0073 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,Contributing,41.674026,-86.258072,103,nd-sb-00091
ND-SB-00092,,1900,609 West Wayne Street,Free Classic,,West Washington,,,http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0074 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0075 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,Non-contributing,41.674016,-86.257798,102,nd-sb-00092
ND-SB-00093,,1900,607 West Wayne Street,Free Classic,,West Washington,,,http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0076 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0077 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,Non-contributing,41.674002,-86.25764,101,nd-sb-00093
ND-SB-00095,,1875,802 West Colfax,L-plan,,West Washington,,"Emmons J. Turner purchased this home in 1891.  It is thought to have been constructed in 1875.  It is a one storey house with an ""L"" shaped plan.  The gable roof has a simple frieze board under the eaves.  The small porch is supported by a Doric column and there is a transom over the front door.",,,,,,,,,Contributing,41.67738,-86.261,173,nd-sb-00095
ND-SB-00097,,1923,739 West Washington,Italian Renaissance Revival                  The John Gergacz House,Freyermuth & Maurer,West Washington,,"Architects Freyermuth and Maurer designed this stately home for the John Gergacz family in 1923. As the Renaissance looked to history for inspiration, Renaissance Revival looks to the European villas built at or near the time of the Renaissance for inspiration. The symmetrical organization of the home, and hipped roof with wide overhand denote an Italian influence here. The home was still in the family in 1986.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0034 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0035 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative2304.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative2305.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Outstanding,41.676665,-86.261085,138,nd-sb-00097
ND-SB-00098,,1892,734 Colfax,Gabled-ell,,West Washington,,This house was built in 1892 on the property owned by the Myers family.  Various members of the Myers family owned this Gabled-ell and used it as a rental property before it was sold in the early 1930s.,http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0066.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0067.jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,Contributing,41.677373,-86.260832,172,nd-sb-00098
ND-SB-00099,,1903,730 Colfax,Free Classic,,West Washington,,The Charlotte and Franklin Herrod residence was probably built around 1903.  It is a Queen Anne that has clapboard siding and a prominent front second storey gable.  The front porch has dentiled eaves and box columns.  The front entrance has a classical detailed door frame.,http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0063.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0064.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0065.jpg,"Image credit: University of Notre Dame, Architecture Library",,,Notable,41.677393,-86.260683,171,nd-sb-00099
ND-SB-00100,,1895,733 West Washington,Shingle Style,,West Washington,,"The graceful Shingle Style home with Dutch Colonial influences was built for Walter A. and Mary Funk in 1895. In 1900 Walter was elected Judge of the Circuit Court, a position he held until his retirement in 1924. Mrs. Mary Harris Funk was the daughter of area pioneers, Mr. and Mrs. Frederick Harris. She lived in the home until her death in January 1935. Judge Funk moved to Washington State later that same year.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0031 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0033 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative2307.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative2308.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Notable,41.676588,-86.260785,137,nd-sb-00100
ND-SB-00102,,1893,727 West Washington,Free Classic,,West Washington,,The Queen Anne home was designed by Wilson B. Parker and Ennis Austin for Mrs. Fredrick Harris and her daughter Sarah. The home has a lovely veranda on the south and west sides and a decorative first floor bay window. The front facade has a prominent gable with a 3-bay attic recessed window between curbed sidewalls.,http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0030 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0032 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative2282.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative2283.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Outstanding,41.67662,-86.260529,136,nd-sb-00102
ND-SB-00103,,1852,724 Colfax,Greek Revival,,West Washington,,The two storey residence has a rectangular plan.  The exterior walls are clapboard and it has a medium/gable roof with pediment return.  It was built in 1852 and moved to this property by Gertrude Harris Myers around 1900.  Its original location is unknown.,http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0057.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0058.jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,Notable,41.677375,-86.260352,170,nd-sb-00103
ND-SB-00104,,1881,719 West Washington,Gabled-ell,,West Washington,,"The Gertrude and Cornelius H.Myers Home. On a folded paper inside a tobacco box uncovered during a 1997 remodeling Gertrude Myers wrote that the house was built in June, 1881 by Dr. Cornelius H. Myers. Builder John Platz. It was remodeled March 21, 1904 by South Bend Lumber Co. The Kinsey's, current owners, who believe that this house evolved as the Myers family grew and that as styles changed so were windows, etc. They would continue in the house's evolution in 1997 into 2012.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0027 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0029 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative2296.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative2297.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Notable,41.676613,-86.260212,135,nd-sb-00104
ND-SB-00105,,1895,720 Colfax,Free Classic,,West Washington,,"This house was built by Gertrude Myers for rental purposes on a portion of a lot owned by her father, Frederick Harris. It is 2 1/2 storeys with a bellcast gable. The exterior walls are wood shingles with moulded string course and underside bracket projections. There is a three sided 2 1/2 storey tower projecting from the front side that has a hipped cone roof. The front porch is shingles with wood ballistrade and has double square wood columns with dentilled capitals.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0050.jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,,,Notable,41.677414,-86.260205,169,nd-sb-00105
ND-SB-00106,,1870,716 Colfax,Gabled-ell,,West Washington,,"The original address  and owner of this 1870 Gabled-ell is unknown.  It may have been located at 434 or 436 N. Lafayette.  In 1914 George Omacht moved the house to 218 W. Marion and used it as an income property.  George Omacht was one of South Bend's largest cigar manufacturers between 1884 and 1916.  In 1983 the house was donated to Southold Heritage Foundation, Inc. by the Scottish Rite of Free Masonry contingent upon moving the house from 218 W. Marion.  The house was moved to 716 W. Colfax; the wooden porch and steps were repaired and all new materials duplicated the original wood features.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0048.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0049.jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,Outstanding; Local Landmark,41.677392,-86.260046,168,nd-sb-00106
ND-SB-00107,,1907,715 West Washington,Prairie,"Frank Lloyd Wright, Architect",West Washington,,"The Kersey DeRhodes House is a Classic Prairie designed by Frank Lloyd Wright for his good friends Kersey and Laura DeRhodes. ""...it was designed in the heart of what has been called Frank LLoyd Wright's 'First Golden Decade'...roughly 1902-1909"" (Tom Miller, May 2002). The DeRhodes family was prominent in South Bend business and banking circles. Mrs. DeRhodes lived in the house until her death in 1952 and left the house to the First Methodist Church. It in turn was sold in 1954 to the Avalon Grotto before being returned to a residence during the 1970s by the Millers.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0025 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0026 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0028 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0044 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",Outstanding,41.676636,-86.260004,134,nd-sb-00107
ND-SB-00108,,1881,712 Colfax,T-plan,,West Washington,,"The Susan and Phillip Boone house was built in 1881.  It has an irregular plan with a bellcast roofline and a shingled gable front.  The ""L"" shaped porch is supported by Doric columns and there is a covered porch on the second floor.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0045.jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,,,Outstanding,41.677408,-86.259824,167,nd-sb-00108
ND-SB-00109,,1885,711 West Washington,Stick Style,,West Washington,,The John B. Meyer House was purchased by T. Brooks Brademas in 1979 and moved from 428 N. Main Street to this location. The house was origially built by John Meyer owner of G.E. Meyer and Sons Hardware Company. It is a graceful example of the Stick Style and is notable for its elaborate front dormer window and the arched pediment over the second floor window,http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0023 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0024 (2).jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,Notable,41.676696,-86.259744,133,nd-sb-00109
ND-SB-00110,,1892,702 West Colfax,Queen Anne,,West Washington,,"This 1892 ornate Queen Anne was built for Alfred Kelly and originally located at 233 N. Lafayette.  The exterior clapboard wood walls with shingles in the peaks.  The house boasts a tower with faceted side and leaded fixed sash windows.  There is a five sided projecting second storey bay.  The house has a front porch with elaborate wood columns and balastrades with a smaller second storey porch above it.   At one time Arthur Kelly, his brother Edwin and Mrs. George Studebaker, among others, produced 43 movie films in the third storey attic. A companion building to this house served as the headquarters from 1926 for the Fredickson's Candy business and is at its original location.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0043.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/WestWashington/DSC_0044.jpg,"Image credit: University of Notre Dame, Architecture Library",,,,,Outstanding; Local Landmark,41.67743,-86.2596,166,nd-sb-00110
